"タイトル","説明","品物番号","定価","note",
"40形　ライトバー　Hf蛍光灯32形高出力型1灯器具相当　Hf32形高出力型・3200 lm","LED（白色）　<br>色温度：4000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜出力固定型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>省エネタイプ・3200 lmタイプ・白色<br>Ra83<br>注）調光はできません。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。","NEL4300HW LE9","24300","",
"40形　ライトバー　連続調光型調光タイプ（ウィズリモ用送信器別売）　直管形蛍光灯FLR40形2灯器具相当　FLR40形2灯・4000 lm（節電）","LED（昼光色）　<br>色温度：6500 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約5～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>制御方式：赤外線通信（ウィズリモ）<br>一般タイプ・4000 lmタイプ・ウィズリモ・昼光色<br>Ra83<br>【専用コントローラ（別売）】ウィズリモ／高天井ひとセンサ付兼用送信器NQ55000J<br>注）ウィズリモ／高天井ひとセンサ付兼用送信器と組み合わせてご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）ウィズリモタイプは、器具全体が視認できる場所に水平に設置ください。ルーバ天井や斜天井、造作物の内部には設置できません。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4400ED RC9","24100","受注品",
"40形　ライトバー　連続調光型調光タイプ（ウィズリモ用送信器別売）　直管形蛍光灯FLR40形2灯器具相当　FLR40形2灯・4000 lm（節電）","LED（電球色）　<br>色温度：3000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約5～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>制御方式：赤外線通信（ウィズリモ）<br>一般タイプ・4000 lmタイプ・ウィズリモ・電球色<br>Ra83<br>【専用コントローラ（別売）】ウィズリモ／高天井ひとセンサ付兼用送信器NQ55000J<br>注）ウィズリモ／高天井ひとセンサ付兼用送信器と組み合わせてご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）ウィズリモタイプは、器具全体が視認できる場所に水平に設置ください。ルーバ天井や斜天井、造作物の内部には設置できません。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4400EL RC9","24100","受注品",
"40形　ライトバー　連続調光型調光タイプ（ライコン別売）　直管形蛍光灯FLR40形2灯器具相当　FLR40形2灯・4000 lm（節電）","LED（昼白色）　<br>色温度：5000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約10～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>デジタル調光タイプ・一般タイプ・4000 lmタイプ・昼白色<br>Ra83<br>注）適合調光器（別売）をご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4400EN DZ9","28100","受注品",
"40形　ライトバー　連続調光型調光タイプ（ウィズリモ用送信器別売）　直管形蛍光灯FLR40形2灯器具相当　FLR40形2灯・4000 lm（節電）","LED（昼白色）　<br>色温度：5000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約5～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>制御方式：赤外線通信（ウィズリモ）<br>一般タイプ・4000 lmタイプ・ウィズリモ・昼白色<br>Ra83<br>【専用コントローラ（別売）】ウィズリモ／高天井ひとセンサ付兼用送信器NQ55000J<br>注）ウィズリモ／高天井ひとセンサ付兼用送信器と組み合わせてご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）ウィズリモタイプは、器具全体が視認できる場所に水平に設置ください。ルーバ天井や斜天井、造作物の内部には設置できません。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4400EN RC9","24100","",
"40形　ライトバー　連続調光型調光タイプ（ウィズリモ用送信器別売）　直管形蛍光灯FLR40形2灯器具相当　FLR40形2灯・4000 lm（節電）","LED（温白色）　<br>色温度：3500 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約5～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>制御方式：赤外線通信（ウィズリモ）<br>一般タイプ・4000 lmタイプ・ウィズリモ・温白色<br>Ra83<br>【専用コントローラ（別売）】ウィズリモ／高天井ひとセンサ付兼用送信器NQ55000J<br>注）ウィズリモ／高天井ひとセンサ付兼用送信器と組み合わせてご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）ウィズリモタイプは、器具全体が視認できる場所に水平に設置ください。ルーバ天井や斜天井、造作物の内部には設置できません。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4400EV RC9","24100","受注品",
"40形　ライトバー　連続調光型調光タイプ（ウィズリモ用送信器別売）　直管形蛍光灯FLR40形2灯器具相当　FLR40形2灯・4000 lm（節電）","LED（白色）　<br>色温度：4000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約5～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>制御方式：赤外線通信（ウィズリモ）<br>一般タイプ・4000 lmタイプ・ウィズリモ・白色<br>Ra83<br>【専用コントローラ（別売）】ウィズリモ／高天井ひとセンサ付兼用送信器NQ55000J<br>注）ウィズリモ／高天井ひとセンサ付兼用送信器と組み合わせてご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）ウィズリモタイプは、器具全体が視認できる場所に水平に設置ください。ルーバ天井や斜天井、造作物の内部には設置できません。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4400EW RC9","24100","受注品",
"40形　ライトバー　連続調光型調光タイプ（ウィズリモ用送信器別売）　Hf蛍光灯32形定格出力型2灯器具相当／Hf蛍光灯63形定格出力型1灯器具相当　Hf32形定格出力型2灯／Hf63形定格出力型・5200 lm","LED（昼光色）　<br>色温度：6500 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約5～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>制御方式：赤外線通信（ウィズリモ）<br>一般タイプ・5200 lmタイプ・ウィズリモ・昼光色<br>Ra83<br>【専用コントローラ（別売）】ウィズリモ／高天井ひとセンサ付兼用送信器NQ55000J<br>注）ウィズリモ／高天井ひとセンサ付兼用送信器と組み合わせてご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）ウィズリモタイプは、器具全体が視認できる場所に水平に設置ください。ルーバ天井や斜天井、造作物の内部には設置できません。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4500ED RC9","27600","受注品",
"40形　ライトバー　連続調光型調光タイプ（ウィズリモ用送信器別売）　Hf蛍光灯32形定格出力型2灯器具相当／Hf蛍光灯63形定格出力型1灯器具相当　Hf32形定格出力型2灯／Hf63形定格出力型・5200 lm","LED（電球色）　<br>色温度：3000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約5～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>制御方式：赤外線通信（ウィズリモ）<br>一般タイプ・5200 lmタイプ・ウィズリモ・電球色<br>Ra83<br>【専用コントローラ（別売）】ウィズリモ／高天井ひとセンサ付兼用送信器NQ55000J<br>注）ウィズリモ／高天井ひとセンサ付兼用送信器と組み合わせてご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）ウィズリモタイプは、器具全体が視認できる場所に水平に設置ください。ルーバ天井や斜天井、造作物の内部には設置できません。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4500EL RC9","27600","受注品",
"40形　ライトバー　連続調光型調光タイプ（ライコン別売）　Hf蛍光灯32形定格出力型2灯器具相当／Hf蛍光灯63形定格出力型1灯器具相当　Hf32形定格出力型2灯／Hf63形定格出力型・5200 lm","LED（昼白色）　<br>色温度：5000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約5～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>デジタル調光タイプ・一般タイプ・5200 lmタイプ・昼白色<br>Ra83<br>注）適合調光器（別売）をご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4500EN DZ9","31600","受注品",
"40形　ライトバー　連続調光型調光タイプ（ウィズリモ用送信器別売）　Hf蛍光灯32形定格出力型2灯器具相当／Hf蛍光灯63形定格出力型1灯器具相当　Hf32形定格出力型2灯／Hf63形定格出力型・5200 lm","LED（昼白色）　<br>色温度：5000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約5～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>制御方式：赤外線通信（ウィズリモ）<br>一般タイプ・5200 lmタイプ・ウィズリモ・昼白色<br>Ra83<br>【専用コントローラ（別売）】ウィズリモ／高天井ひとセンサ付兼用送信器NQ55000J<br>注）ウィズリモ／高天井ひとセンサ付兼用送信器と組み合わせてご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）ウィズリモタイプは、器具全体が視認できる場所に水平に設置ください。ルーバ天井や斜天井、造作物の内部には設置できません。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4500EN RC9","27600","",
"40形　ライトバー　連続調光型調光タイプ（ウィズリモ用送信器別売）　Hf蛍光灯32形定格出力型2灯器具相当／Hf蛍光灯63形定格出力型1灯器具相当　Hf32形定格出力型2灯／Hf63形定格出力型・5200 lm","LED（温白色）　<br>色温度：3500 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約5～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>制御方式：赤外線通信（ウィズリモ）<br>一般タイプ・5200 lmタイプ・ウィズリモ・温白色<br>Ra83<br>【専用コントローラ（別売）】ウィズリモ／高天井ひとセンサ付兼用送信器NQ55000J<br>注）ウィズリモ／高天井ひとセンサ付兼用送信器と組み合わせてご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）ウィズリモタイプは、器具全体が視認できる場所に水平に設置ください。ルーバ天井や斜天井、造作物の内部には設置できません。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4500EV RC9","27600","受注品",
"40形　ライトバー　連続調光型調光タイプ（ウィズリモ用送信器別売）　Hf蛍光灯32形定格出力型2灯器具相当／Hf蛍光灯63形定格出力型1灯器具相当　Hf32形定格出力型2灯／Hf63形定格出力型・5200 lm","LED（白色）　<br>色温度：4000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約5～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>制御方式：赤外線通信（ウィズリモ）<br>一般タイプ・5200 lmタイプ・ウィズリモ・白色<br>Ra83<br>【専用コントローラ（別売）】ウィズリモ／高天井ひとセンサ付兼用送信器NQ55000J<br>注）ウィズリモ／高天井ひとセンサ付兼用送信器と組み合わせてご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）ウィズリモタイプは、器具全体が視認できる場所に水平に設置ください。ルーバ天井や斜天井、造作物の内部には設置できません。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4500EW RC9","27600","受注品",
"40形　ライトバー　連続調光型調光タイプ（ライコン別売）　Hf蛍光灯32形定格出力型2灯器具相当／Hf蛍光灯63形定格出力型1灯器具相当　Hf32形定格出力型2灯／Hf63形定格出力型・5200 lm","LED（昼白色）　<br>色温度：5000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約10～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>デジタル調光タイプ・一般タイプ・5200 lmタイプ・昼白色<br>Ra83<br>注）適合調光器（別売）をご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4500HN DZ9","35600","受注品",
"40形　ライトバー　連続調光型調光タイプ（ライコン別売）　Hf蛍光灯32形定格出力型2灯器具相当／Hf蛍光灯63形定格出力型1灯器具相当　Hf32形定格出力型2灯／Hf63形定格出力型・5200 lm","LED（昼白色）　<br>色温度：5000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約10～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>省エネタイプ・5200 lmタイプ・昼白色<br>Ra83<br>セパレートセルコン（A、AN・NTタイプ）との組み合わせ可能<br>注）適合調光器（別売）をご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4500HN LA9","32600","",
"40形　ライトバー　Hf蛍光灯32形定格出力型2灯器具相当／Hf蛍光灯63形定格出力型1灯器具相当　Hf32形定格出力型2灯／Hf63形定格出力型・5200 lm","LED（昼白色）　<br>色温度：5000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜出力固定型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>省エネタイプ・5200 lmタイプ・昼白色<br>Ra83<br>注）調光はできません。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。","NEL4500HN LE9","29600","",
"40形　ライトバー　連続調光型調光タイプ（ライコン別売）　Hf蛍光灯32形定格出力型2灯器具相当／Hf蛍光灯63形定格出力型1灯器具相当　Hf32形定格出力型2灯／Hf63形定格出力型・5200 lm","LED（温白色）　<br>色温度：3500 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約10～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>省エネタイプ・5200 lmタイプ・温白色<br>Ra83<br>セパレートセルコン（A、AN・NTタイプ）との組み合わせ可能<br>注）適合調光器（別売）をご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4500HV LA9","32600","受注品",
"40形　ライトバー　Hf蛍光灯32形定格出力型2灯器具相当／Hf蛍光灯63形定格出力型1灯器具相当　Hf32形定格出力型2灯／Hf63形定格出力型・5200 lm","LED（温白色）　<br>色温度：3500 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜出力固定型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>省エネタイプ・5200 lmタイプ・温白色<br>Ra83<br>注）調光はできません。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。","NEL4500HV LE9","29600","",
"40形　ライトバー　連続調光型調光タイプ（ライコン別売）　Hf蛍光灯32形定格出力型2灯器具相当／Hf蛍光灯63形定格出力型1灯器具相当　Hf32形定格出力型2灯／Hf63形定格出力型・5200 lm","LED（白色）　<br>色温度：4000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約10～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>省エネタイプ・5200 lmタイプ・白色<br>Ra83<br>セパレートセルコン（A、AN・NTタイプ）との組み合わせ可能<br>注）適合調光器（別売）をご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4500HW LA9","32600","受注品",
"40形　ライトバー　Hf蛍光灯32形定格出力型2灯器具相当／Hf蛍光灯63形定格出力型1灯器具相当　Hf32形定格出力型2灯／Hf63形定格出力型・5200 lm","LED（白色）　<br>色温度：4000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜出力固定型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>省エネタイプ・5200 lmタイプ・白色<br>Ra83<br>注）調光はできません。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。","NEL4500HW LE9","29600","",
"40形　ライトバー　連続調光型調光タイプ（ウィズリモ用送信器別売）　Hf蛍光灯32形高出力型2灯器具相当　Hf32形高出力型2灯・6900 lm","LED（昼光色）　<br>色温度：6500 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約5～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>制御方式：赤外線通信（ウィズリモ）<br>一般タイプ・6900 lmタイプ・ウィズリモ・昼光色<br>Ra83<br>【専用コントローラ（別売）】ウィズリモ／高天井ひとセンサ付兼用送信器NQ55000J<br>注）ウィズリモ／高天井ひとセンサ付兼用送信器と組み合わせてご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）ウィズリモタイプは、器具全体が視認できる場所に水平に設置ください。ルーバ天井や斜天井、造作物の内部には設置できません。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4600ED RC9","31600","受注品",
"40形　ライトバー　連続調光型調光タイプ（ウィズリモ用送信器別売）　Hf蛍光灯32形高出力型2灯器具相当　Hf32形高出力型2灯・6900 lm","LED（電球色）　<br>色温度：3000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約5～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>制御方式：赤外線通信（ウィズリモ）<br>一般タイプ・6900 lmタイプ・ウィズリモ・電球色<br>Ra83<br>【専用コントローラ（別売）】ウィズリモ／高天井ひとセンサ付兼用送信器NQ55000J<br>注）ウィズリモ／高天井ひとセンサ付兼用送信器と組み合わせてご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）ウィズリモタイプは、器具全体が視認できる場所に水平に設置ください。ルーバ天井や斜天井、造作物の内部には設置できません。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4600EL RC9","31600","受注品",
"40形　ライトバー　連続調光型調光タイプ（ライコン別売）　Hf蛍光灯32形高出力型2灯器具相当　Hf32形高出力型2灯・6900 lm","LED（昼白色）　<br>色温度：5000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約5～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>デジタル調光タイプ・一般タイプ・6900 lmタイプ・昼白色<br>Ra83<br>注）適合調光器（別売）をご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4600EN DZ9","35600","受注品",
"40形　ライトバー　連続調光型調光タイプ（ウィズリモ用送信器別売）　Hf蛍光灯32形高出力型2灯器具相当　Hf32形高出力型2灯・6900 lm","LED（昼白色）　<br>色温度：5000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約5～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>制御方式：赤外線通信（ウィズリモ）<br>一般タイプ・6900 lmタイプ・ウィズリモ・昼白色<br>Ra83<br>【専用コントローラ（別売）】ウィズリモ／高天井ひとセンサ付兼用送信器NQ55000J<br>注）ウィズリモ／高天井ひとセンサ付兼用送信器と組み合わせてご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）ウィズリモタイプは、器具全体が視認できる場所に水平に設置ください。ルーバ天井や斜天井、造作物の内部には設置できません。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4600EN RC9","31600","",
"40形　ライトバー　連続調光型調光タイプ（ウィズリモ用送信器別売）　Hf蛍光灯32形高出力型2灯器具相当　Hf32形高出力型2灯・6900 lm","LED（温白色）　<br>色温度：3500 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約5～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>制御方式：赤外線通信（ウィズリモ）<br>一般タイプ・6900 lmタイプ・ウィズリモ・温白色<br>Ra83<br>【専用コントローラ（別売）】ウィズリモ／高天井ひとセンサ付兼用送信器NQ55000J<br>注）ウィズリモ／高天井ひとセンサ付兼用送信器と組み合わせてご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）ウィズリモタイプは、器具全体が視認できる場所に水平に設置ください。ルーバ天井や斜天井、造作物の内部には設置できません。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4600EV RC9","31600","受注品",
"40形　ライトバー　連続調光型調光タイプ（ウィズリモ用送信器別売）　Hf蛍光灯32形高出力型2灯器具相当　Hf32形高出力型2灯・6900 lm","LED（白色）　<br>色温度：4000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約5～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>制御方式：赤外線通信（ウィズリモ）<br>一般タイプ・6900 lmタイプ・ウィズリモ・白色<br>Ra83<br>【専用コントローラ（別売）】ウィズリモ／高天井ひとセンサ付兼用送信器NQ55000J<br>注）ウィズリモ／高天井ひとセンサ付兼用送信器と組み合わせてご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）ウィズリモタイプは、器具全体が視認できる場所に水平に設置ください。ルーバ天井や斜天井、造作物の内部には設置できません。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4600EW RC9","31600","受注品",
"40形　ライトバー　連続調光型調光タイプ（ライコン別売）　Hf蛍光灯32形高出力型2灯器具相当　Hf32形高出力型2灯・6900 lm","LED（昼白色）　<br>色温度：5000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約10～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>デジタル調光タイプ・一般タイプ・6900 lmタイプ・昼白色<br>Ra83<br>注）適合調光器（別売）をご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4600HN DZ9","39600","受注品",
"40形　ライトバー　連続調光型調光タイプ（ライコン別売）　Hf蛍光灯32形高出力型2灯器具相当　Hf32形高出力型2灯・6900 lm","LED（昼白色）　<br>色温度：5000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約10～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>省エネタイプ・6900 lmタイプ・昼白色<br>Ra83<br>セパレートセルコン（A、AN・NTタイプ）との組み合わせ可能<br>注）適合調光器（別売）をご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4600HN LA9","36600","",
"40形　ライトバー　Hf蛍光灯32形高出力型2灯器具相当　Hf32形高出力型2灯・6900 lm","LED（昼白色）　<br>色温度：5000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜出力固定型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>省エネタイプ・6900 lmタイプ・昼白色<br>Ra83<br>注）調光はできません。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。","NEL4600HN LE9","33600","",
